Loyalty Number,Country,Province,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Salary_Missing,total_flights_2017,total_distance_2017,total_points_accum_2017,total_points_redeemed_2017,total_dollar_redeemed_2017,avg_monthly_flights_2017,std_monthly_flights_2017,active_months_2017,redemption_rate_2017,flights_fall_2017,flights_spring_2017,flights_summer_2017,flights_winter_2017,months_since_last_flight_2017,churned,tenure_months
470998,Canada,Ontario,Female,High School or Below,63641.0,Single,Aurora,6608.17,Standard,2018,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
927165,Canada,Ontario,Female,Doctor,257485.0,Married,Aurora,6656.15,Standard,2018,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1,0
385861,Canada,Nova Scotia,Female,Bachelor,68887.0,Married,Aurora,6672.06,Standard,2018,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
308480,Canada,Ontario,Female,Bachelor,73602.0,Married,Aurora,6689.02,Standard,2018,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
499482,Canada,British Columbia,Male,Bachelor,100483.0,Married,Aurora,8131.78,2018 Promotion,2018,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
744711,Canada,British Columbia,Female,College,,Single,Aurora,8150.57,2018 Promotion,2018,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
580508,Canada,Nova Scotia,Female,College,,Single,Aurora,6731.05,Standard,2018,5,1,22.0,26215.0,26215.0,1130.0,203.0,1.8333333333333333,2.1248885888797826,7.0,0.04310509250429144,2.0,8.0,7.0,5.0,0.0,0,0
246421,Canada,British Columbia,Female,Bachelor,91784.0,Married,Aurora,8161.58,2018 Promotion,2018,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
164224,Canada,British Columbia,Female,College,,Single,Aurora,8324.23,2018 Promotion,2018,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
211524,Canada,British Columbia,Female,Bachelor,63926.0,Married,Aurora,6803.6,Standard,2018,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
985757,Canada,Ontario,Female,College,,Married,Aurora,6832.11,Standard,2018,12,1,17.0,28605.0,28605.0,704.0,127.0,1.4166666666666667,1.2401124093721454,8.0,0.024611081978675058,5.0,1.0,6.0,5.0,0.0,0,0
157300,Canada,British Columbia,Female,Bachelor,52832.0,Married,Aurora,8617.55,2018 Promotion,2018,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
595624,Canada,Quebec,Female,Bachelor,51161.0,Single,Aurora,6852.36,Standard,2018,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
367685,Canada,British Columbia,Female,College,,Single,Aurora,6861.28,Standard,2018,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1,0
511226,Canada,British Columbia,Male,Bachelor,103151.0,Single,Aurora,8622.84,2018 Promotion,2018,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
866417,Canada,Ontario,Female,Bachelor,102764.0,Married,Aurora,6864.65,Standard,2018,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
967727,Canada,Quebec,Female,College,,Single,Aurora,6869.19,Standard,2018,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
950896,Canada,British Columbia,Female,College,,Divorced,Aurora,6877.82,Standard,2018,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
646756,Canada,Quebec,Female,Bachelor,79178.0,Married,Aurora,6883.67,Standard,2018,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1,0
723707,Canada,British Columbia,Male,Bachelor,94010.0,Married,Aurora,6883.69,Standard,2018,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
586076,Canada,British Columbia,Male,Bachelor,82043.0,Married,Aurora,8712.16,2018 Promotion,2018,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
431392,Canada,British Columbia,Male,College,,Single,Aurora,6896.09,Standard,2018,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
489549,Canada,Quebec,Female,Bachelor,79717.0,Married,Aurora,6897.51,Standard,2018,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1,0
470802,Canada,Ontario,Female,High School or Below,52717.0,Married,Aurora,6921.97,Standard,2018,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
523188,Canada,British Columbia,Male,College,,Divorced,Aurora,8714.92,2018 Promotion,2018,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
944454,Canada,Quebec,Male,College,,Single,Aurora,6980.33,Standard,2018,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
959977,Canada,British Columbia,Female,Bachelor,72026.0,Married,Aurora,9453.0,2018 Promotion,2018,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
262574,Canada,Quebec,Female,Bachelor,50000.0,Divorced,Aurora,7025.04,Standard,2018,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
672649,Canada,British Columbia,Female,Bachelor,53089.0,Married,Aurora,10390.67,2018 Promotion,2018,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
632974,Canada,Manitoba,Male,Bachelor,95307.0,Married,Aurora,7035.97,Standard,2018,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
894532,Canada,British Columbia,Female,Bachelor,68416.0,Married,Aurora,10392.96,2018 Promotion,2018,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
278928,Canada,Ontario,Female,College,,Single,Aurora,7054.78,Standard,2018,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
572448,Canada,British Columbia,Male,College,,Single,Aurora,7054.78,Standard,2018,10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
861480,Canada,British Columbia,Male,College,,Single,Aurora,7055.96,Standard,2018,10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
458745,Canada,British Columbia,Female,Bachelor,68665.0,Divorced,Aurora,11926.75,2018 Promotion,2018,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
526344,Canada,British Columbia,Female,Bachelor,70475.0,Married,Aurora,7089.68,Standard,2018,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
874363,Canada,British Columbia,Male,Bachelor,85235.0,Married,Aurora,7094.16,Standard,2018,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1,0
201273,Canada,British Columbia,Female,High School or Below,58735.0,Married,Aurora,12516.92,2018 Promotion,2018,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
956558,Canada,British Columbia,Male,College,,Married,Aurora,7107.66,Standard,2018,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
475535,Canada,British Columbia,Male,Bachelor,52233.0,Divorced,Aurora,12904.94,2018 Promotion,2018,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
762117,Canada,Newfoundland,Female,Bachelor,51716.0,Divorced,Aurora,7176.59,Standard,2018,6,0,15.0,26746.0,26746.0,730.0,131.0,1.25,1.9128750375000738,5.0,0.027293800942196963,3.0,1.0,6.0,5.0,0.0,0,0
472702,Canada,Ontario,Male,High School or Below,39896.0,Single,Aurora,7198.42,Standard,2018,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
805598,Canada,British Columbia,Female,Bachelor,90620.0,Married,Aurora,13178.43,2018 Promotion,2018,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
129372,Canada,British Columbia,Female,College,,Married,Aurora,7200.66,Standard,2018,12,1,31.0,44184.0,44184.0,2438.0,439.0,2.5833333333333335,1.6764862244009227,10.0,0.05517834510229948,5.0,8.0,13.0,5.0,1.0,0,0
110065,Canada,British Columbia,Male,Bachelor,82365.0,Single,Aurora,13432.0,2018 Promotion,2018,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
634615,Canada,British Columbia,Male,College,,Single,Aurora,14274.55,2018 Promotion,2018,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
884611,Canada,Nova Scotia,Male,Bachelor,70846.0,Married,Aurora,7228.99,Standard,2018,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
155020,Canada,British Columbia,Male,College,,Single,Aurora,14455.86,2018 Promotion,2018,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
512358,Canada,British Columbia,Female,Bachelor,61026.0,Single,Aurora,15512.56,2018 Promotion,2018,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
327365,Canada,British Columbia,Male,High School or Below,40432.0,Married,Aurora,7255.71,Standard,2018,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
865494,Canada,British Columbia,Female,Bachelor,96953.0,Married,Aurora,7255.95,Standard,2018,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
568880,Canada,Quebec,Female,Bachelor,46839.0,Married,Aurora,7269.34,Standard,2018,5,0,18.0,24402.0,24402.0,0.0,0.0,1.5,1.7837651700316897,7.0,0.0,4.0,4.0,9.0,1.0,1.0,0,0
874601,Canada,New Brunswick,Male,College,,Divorced,Aurora,7281.25,Standard,2018,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
588943,Canada,Ontario,Male,College,,Married,Aurora,7281.44,Standard,2018,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1,0
950961,Canada,Alberta,Female,College,,Married,Aurora,7281.44,Standard,2018,12,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1,0
374421,Canada,Quebec,Female,Bachelor,66652.0,Married,Aurora,7281.72,Standard,2018,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
180024,Canada,British Columbia,Male,Bachelor,64546.0,Married,Aurora,7284.45,Standard,2018,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
135134,Canada,British Columbia,Female,Bachelor,74726.0,Married,Aurora,15806.53,2018 Promotion,2018,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
886803,Canada,British Columbia,Female,College,,Divorced,Aurora,7304.16,Standard,2018,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
441631,Canada,British Columbia,Male,College,,Married,Aurora,15950.02,2018 Promotion,2018,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
618871,Canada,Quebec,Female,College,,Single,Aurora,7324.29,Standard,2018,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1,0
323776,Canada,Yukon,Male,Bachelor,68615.0,Divorced,Aurora,7340.5,Standard,2018,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
961264,Canada,British Columbia,Female,Bachelor,93285.0,Married,Aurora,19688.32,2018 Promotion,2018,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
359029,Canada,Ontario,Female,College,,Single,Aurora,7343.53,Standard,2018,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
482922,Canada,British Columbia,Male,Bachelor,50149.0,Married,Aurora,21205.38,2018 Promotion,2018,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
745354,Canada,British Columbia,Female,College,,Single,Aurora,22062.55,2018 Promotion,2018,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
797704,Canada,British Columbia,Female,Bachelor,84332.0,Married,Aurora,38410.6,2018 Promotion,2018,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
464117,Canada,Alberta,Male,Bachelor,56307.0,Single,Aurora,7375.57,Standard,2018,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
723438,Canada,Ontario,Female,Bachelor,56307.0,Single,Aurora,7375.57,Standard,2018,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
508456,Canada,British Columbia,Female,Bachelor,85179.0,Married,Nova,2759.98,2018 Promotion,2018,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
929455,Canada,British Columbia,Male,Bachelor,61941.0,Single,Aurora,7396.72,Standard,2018,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
297702,Canada,Quebec,Male,Bachelor,76660.0,Single,Aurora,7409.08,Standard,2018,7,0,17.0,27610.0,27610.0,0.0,0.0,1.4166666666666667,1.8319554050414564,6.0,0.0,5.0,3.0,5.0,4.0,2.0,0,0
381539,Canada,Ontario,Male,College,,Married,Aurora,7416.47,Standard,2018,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
738874,Canada,Alberta,Male,Bachelor,72563.0,Divorced,Aurora,7433.82,Standard,2018,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
914959,Canada,Nova Scotia,Female,Bachelor,63669.0,Married,Aurora,7457.34,Standard,2018,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1,0
443557,Canada,British Columbia,Male,Bachelor,83322.0,Married,Aurora,7462.93,Standard,2018,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1,0
632515,Canada,British Columbia,Male,Bachelor,53768.0,Married,Nova,2773.46,2018 Promotion,2018,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
919832,Canada,British Columbia,Male,Bachelor,91116.0,Married,Nova,2807.05,2018 Promotion,2018,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
668970,Canada,British Columbia,Female,Bachelor,51510.0,Married,Nova,2810.46,2018 Promotion,2018,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
480872,Canada,British Columbia,Female,Bachelor,104116.0,Single,Nova,2828.1,2018 Promotion,2018,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
662045,Canada,British Columbia,Female,Bachelor,56239.0,Married,Nova,2839.81,2018 Promotion,2018,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
264034,Canada,British Columbia,Male,College,,Single,Nova,2840.9,2018 Promotion,2018,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
345959,Canada,Quebec,Male,Bachelor,76485.0,Single,Aurora,7507.46,Standard,2018,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
216596,Canada,British Columbia,Male,Bachelor,54175.0,Divorced,Nova,2862.18,2018 Promotion,2018,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
573290,Canada,British Columbia,Female,Bachelor,55913.0,Married,Nova,2877.35,2018 Promotion,2018,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
396048,Canada,Ontario,Female,College,,Single,Aurora,7517.08,Standard,2018,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
221813,Canada,British Columbia,Male,Bachelor,84747.0,Married,Nova,2906.3,2018 Promotion,2018,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
877008,Canada,British Columbia,Male,Bachelor,19203.0,Married,Nova,2926.83,2018 Promotion,2018,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
834012,Canada,British Columbia,Male,College,,Married,Aurora,7550.87,Standard,2018,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
932233,Canada,British Columbia,Male,Bachelor,103424.0,Divorced,Nova,2939.94,2018 Promotion,2018,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
250391,Canada,Ontario,Male,High School or Below,76286.0,Married,Aurora,7568.85,Standard,2018,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
647933,Canada,British Columbia,Male,Bachelor,79325.0,Married,Aurora,7582.11,Standard,2018,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
499913,Canada,British Columbia,Female,Bachelor,87897.0,Married,Aurora,7588.36,Standard,2018,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
851845,Canada,British Columbia,Male,College,,Married,Aurora,7589.63,Standard,2018,12,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1,0
102615,Canada,Saskatchewan,Female,Doctor,51630.0,Married,Aurora,7590.05,Standard,2018,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
861104,Canada,Quebec,Male,Bachelor,70560.0,Married,Aurora,7590.96,Standard,2018,6,0,23.0,37459.0,37459.0,0.0,0.0,1.9166666666666667,1.7816403745544227,8.0,0.0,3.0,8.0,11.0,1.0,0.0,0,0
779468,Canada,Quebec,Female,Bachelor,66679.0,Married,Aurora,7601.95,Standard,2018,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
718199,Canada,Ontario,Female,College,,Single,Aurora,7627.03,Standard,2018,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
423473,Canada,British Columbia,Male,College,,Divorced,Nova,3052.63,2018 Promotion,2018,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
991213,Canada,Alberta,Female,Bachelor,70473.0,Married,Aurora,7649.28,Standard,2018,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
495403,Canada,British Columbia,Male,Bachelor,54105.0,Married,Nova,3086.01,2018 Promotion,2018,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
698937,Canada,Nova Scotia,Female,College,,Single,Aurora,7662.43,Standard,2018,6,1,26.0,46382.0,46382.0,797.0,143.0,2.1666666666666665,1.80067327475704,9.0,0.017183390108231642,6.0,2.0,12.0,6.0,0.0,0,0
576658,Canada,British Columbia,Female,College,,Married,Nova,3123.08,2018 Promotion,2018,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
263302,Canada,Quebec,Male,Bachelor,73382.0,Single,Aurora,7688.02,Standard,2018,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
223380,Canada,Quebec,Male,College,,Single,Aurora,7700.62,Standard,2018,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
282759,Canada,Ontario,Female,Bachelor,67044.0,Married,Aurora,7706.04,Standard,2018,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
223638,Canada,Alberta,Female,Bachelor,55360.0,Married,Aurora,7724.84,Standard,2018,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1,0
224607,Canada,Ontario,Female,Bachelor,55360.0,Married,Aurora,7724.84,Standard,2018,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
316307,Canada,Ontario,Male,Bachelor,82383.0,Divorced,Aurora,7736.65,Standard,2018,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
705806,Canada,British Columbia,Male,College,,Divorced,Nova,3142.88,2018 Promotion,2018,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
809681,Canada,Alberta,Male,College,,Divorced,Aurora,7757.13,Standard,2018,12,1,21.0,30261.0,30261.0,546.0,98.0,1.75,1.5447859516333116,8.0,0.018043025676613464,5.0,3.0,8.0,5.0,1.0,0,0
366049,Canada,British Columbia,Male,High School or Below,40642.0,Married,Nova,3220.78,2018 Promotion,2018,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
345090,Canada,New Brunswick,Female,Bachelor,67535.0,Married,Aurora,7783.78,Standard,2018,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
371402,Canada,British Columbia,Male,Bachelor,25636.0,Married,Nova,3479.76,2018 Promotion,2018,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
631801,Canada,British Columbia,Male,Bachelor,69921.0,Married,Nova,3574.99,2018 Promotion,2018,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
551313,Canada,Ontario,Female,Bachelor,69937.0,Married,Aurora,7814.6,Standard,2018,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
295795,Canada,Manitoba,Female,Doctor,213168.0,Married,Aurora,7880.34,Standard,2018,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1,0
556879,Canada,Saskatchewan,Female,Bachelor,48909.0,Married,Aurora,7882.99,Standard,2018,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
891516,Canada,Ontario,Male,Bachelor,104870.0,Married,Aurora,7901.43,Standard,2018,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
797854,Canada,Quebec,Male,College,,Single,Aurora,7917.12,Standard,2018,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
552936,Canada,British Columbia,Female,Doctor,221274.0,Divorced,Aurora,7931.72,Standard,2018,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
971670,Canada,British Columbia,Male,Bachelor,63284.0,Married,Nova,3667.37,2018 Promotion,2018,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
749257,Canada,Quebec,Male,College,,Single,Aurora,7952.84,Standard,2018,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
298813,Canada,British Columbia,Male,College,,Married,Aurora,7955.44,Standard,2018,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
